category,application_number,claim_chars,source_docs,txt_files,ocr_files,useful_txt_files,docs_text_chars,analysis_outcome,grant_label,known_outcome,doclist_outcome,aggregate_score,evidence_total,evidence_exact_hits,evidence_compact_hits,quality_status,issues
,EP18755728,2245,18,42,18,18,148720,granted,yes,granted,granted,93,24,0,14,needs_review,weak_evidence_match
