category,application_number,status,started_at_utc,finished_at_utc,benchmark_input,analysis_json,analysis_html,error
,EP17821262,needs_review,2026-06-18T04:36:09.453668+00:00,2026-06-18T04:41:49.745288+00:00,疾病分类9个样例/肿瘤/EP17821262/EP17821262-benchmark-input.json,疾病分类9个样例/肿瘤/EP17821262/EP17821262-analysis.json,疾病分类9个样例/肿瘤/EP17821262/EP17821262-analysis.html,"CalledProcessError(1, ['/Users/zzx/Desktop/化学专利/patent-benchmark-pipeline/.venv/bin/python', 'scripts/verify_report_sources.py', '疾病分类9个样例/肿瘤/EP17821262/EP17821262-analysis.json', '--case-dir', '疾病分类9个样例/肿瘤/EP17821262', '--min-score', '0.88'])"
