category,application_number,claim_chars,source_docs,txt_files,ocr_files,useful_txt_files,docs_text_chars,analysis_outcome,grant_label,known_outcome,doclist_outcome,aggregate_score,evidence_total,evidence_exact_hits,evidence_compact_hits,quality_status,issues
,EP18712343,1777,8,21,8,8,24561,granted,yes,granted,granted,95,28,0,18,pass,
