category,application_number,status,started_at_utc,finished_at_utc,benchmark_input,analysis_json,analysis_html,error
,EP18712343,ok,2026-06-18T04:26:38.840361+00:00,2026-06-18T04:30:28.901408+00:00,疾病分类9个样例/代谢性疾病/EP18712343/EP18712343-benchmark-input.json,疾病分类9个样例/代谢性疾病/EP18712343/EP18712343-analysis.json,疾病分类9个样例/代谢性疾病/EP18712343/EP18712343-analysis.html,
