"applicationNumber","documentId","date","title","phase","pages"
"EP16802532","KVQIPZFPOZPZBS0","08.11.2021","Claims","Search / examination","5"
"EP16802532","KVQIQ4GSC73XWOW","08.11.2021","Description","Search / examination","65"
"EP16802532","KVQIPXZJLGJ5S4R","08.11.2021","Letter accompanying subsequently filed items","Search / examination","1"
"EP16802532","KVQIPYC8152O3WN","08.11.2021","Reply to communication from the Examining Division","Search / examination","4"
"EP16802532","E6D4A3FJ3751DSU","28.06.2021","Annex to the communication","Search / examination","2"
"EP16802532","E6D4A3A75118DSU","28.06.2021","Communication from the Examining Division","Search / examination","2"
"EP16802532","E50SR08T2442DSU","22.03.2021","(Electronic) Receipt","Search / examination","1"
"EP16802532","E50SR0ZL6045DSU","22.03.2021","Amended claims with annotations","Search / examination","5"
"EP16802532","E50SR0256278DSU","22.03.2021","Claims","Search / examination","5"
"EP16802532","E50SR0S58672DSU","22.03.2021","Letter accompanying subsequently filed items","Search / examination","1"
"EP16802532","E50SR0V95329DSU","22.03.2021","Reply to communication from the Examining Division","Search / examination","3"
"EP16802532","E5HO98AH3196DSU","11.11.2020","Annex to the communication","Search / examination","2"
"EP16802532","E5HO97318722DSU","11.11.2020","Communication from the Examining Division","Search / examination","2"
"EP16802532","E438VJVD4224DSU","06.08.2020","(Electronic) Receipt","Search / examination","1"
"EP16802532","E438VJMX8604DSU","06.08.2020","Amended claims with annotations","Search / examination","5"
"EP16802532","E438VJQA4421DSU","06.08.2020","Claims","Search / examination","5"
"EP16802532","E438VJIT7169DSU","06.08.2020","Letter accompanying subsequently filed items","Search / examination","1"
"EP16802532","E438VJJ55571DSU","06.08.2020","Reply to communication from the Examining Division","Search / examination","4"
"EP16802532","E43FJHTV5007DSU","05.08.2020","Grant of extension of time limit (examination procedure)","Search / examination","2"
"EP16802532","E42XIESD5667DSU","28.07.2020","(Electronic) Receipt","Search / examination","1"
"EP16802532","E42XIEN33421DSU","28.07.2020","Letter accompanying subsequently filed items","Search / examination","1"
"EP16802532","E42XIEPD0336DSU","28.07.2020","Request for extension of time limit to communication from the Examining Division","Search / examination","1"
"EP16802532","E4JSESKW0511DSU","19.03.2020","Annex to the communication","Search / examination","2"
"EP16802532","E4JSESI49850DSU","19.03.2020","Communication from the Examining Division","Search / examination","2"
"EP16802532","E4IXA9GK5136DSU","10.03.2020","Examination started","Search / examination","1"
"EP16802532","E3SWT2X57285DSU","10.09.2019","(Electronic) Receipt","Search / examination","1"
"EP16802532","E3SWT2UX7331DSU","10.09.2019","Letter accompanying subsequently filed items","Search / examination","1"
"EP16802532","E3SWT2XW7961DSU","10.09.2019","Reply to invitation to file a copy of priority search results","Search / examination","1"
"EP16802532","E3I6PNLO2251452","11.07.2019","Invitation to file a copy of search results(priority)","Search / examination","1"
"EP16802532","E3HDMSCB7310DSU","21.06.2019","(Electronic) Receipt","Search / examination","1"
"EP16802532","E3HDMR8Q5815DSU","21.06.2019","Amended claims filed after receipt of (European) search report","Search / examination","6"
"EP16802532","E3HDMR498837DSU","21.06.2019","Amended claims with annotations","Search / examination","8"
"EP16802532","E3HDMRZY9207DSU","21.06.2019","Amendments received before examination","Search / examination","3"
"EP16802532","E3HDMRW14176DSU","21.06.2019","Letter accompanying subsequently filed items","Search / examination","1"
"EP16802532","E25SIWKP3601DSU","04.04.2019","Invitation to indicate correct address of inventor","Search / examination","1"
"EP16802532","E25SI5YD3425DSU","04.04.2019","Invitation to indicate correct address of inventor","Search / examination","1"
"EP16802532","E25SIWMB6287DSU","04.04.2019","Invitation to indicate correct address of inventor","Search / examination","1"
"EP16802532","E25CSK371477020","29.03.2019","Letter which had not been notified","Search / examination","2"
"EP16802532","E25CSFA30406020","29.03.2019","Letter which had not been notified","Search / examination","2"
"EP16802532","E25CSBBY6618020","29.03.2019","Letter which had not been notified","Search / examination","2"
"EP16802532","E2O4U6BX5751DSU","13.12.2018","Invitation to declare maintenance of the application and to correct deficiencies in the Written Opinion/amend application","Search / examination","1"
"EP16802532","E2MZQS6U6735DSU","26.11.2018","Communication regarding the transmission of the European search report","Search / examination","1"
"EP16802532","E2M0WMFX1516DSU","26.11.2018","European search opinion","Search / examination","2"
"EP16802532","E2M0WFZ91953DSU","26.11.2018","Information on Search Strategy","Search / examination","1"
"EP16802532","E2M0WFZ20397DSU","26.11.2018","Supplementary European search report","Search / examination","1"
"EP16802532","E2LYD6Z94016DSU","13.11.2018","Search started","Search / examination","1"
"EP16802532","E1N9T9Z86070DSU","28.03.2018","Notification of forthcoming publication","Search / examination","2"
"EP16802532","E1HUCBK87678DSU","13.02.2018","Communication regarding possible amendment of the application/payment of claims fee","Search / examination","3"
"EP16802532","E1E9SRUE4239DSU","24.01.2018","Communication to designated inventor","Search / examination","1"
"EP16802532","E1E9TH5V2326DSU","24.01.2018","Communication to designated inventor","Search / examination","1"
"EP16802532","E1E9S42T5983DSU","24.01.2018","Communication to designated inventor","Search / examination","1"
"EP16802532","E1E9SRV80365DSU","24.01.2018","Communication to designated inventor","Search / examination","1"
"EP16802532","E1E9S42V4026DSU","24.01.2018","Communication to designated inventor","Search / examination","1"
"EP16802532","E1E9SIV96086DSU","24.01.2018","Communication to designated inventor","Search / examination","1"
"EP16802532","E1E9TU439720DSU","24.01.2018","Communication to designated inventor","Search / examination","1"
"EP16802532","E1E9TH539908DSU","24.01.2018","Communication to designated inventor","Search / examination","1"
"EP16802532","E1B7JW670353DSU","28.12.2017","(Electronic) Receipt","Search / examination","2"
"EP16802532","E1B7JWV27800DSU","28.12.2017","Abstract","Search / examination","1"
"EP16802532","E1B7JWV25078DSU","28.12.2017","Claims","Search / examination","7"
"EP16802532","E1B7JWV22462DSU","28.12.2017","Description","Search / examination","67"
"EP16802532","E1B7JW2Q1741DSU","28.12.2017","Drawings","Search / examination","4"
"EP16802532","E1B7JVR85463DSU","28.12.2017","Request for entry into the European phase","Search / examination","5"
"EP16802532","E1A8M3XQ7423DSU","21.12.2017","Copy of the international preliminary report on patentability","Search / examination","6"
"EP16802532","E1A8M3X35190DSU","21.12.2017","Translation of the international preliminary report on patentability","Search / examination","9"
"EP16802532","E00T36A12656DSU","13.10.2017","Information on entry into European phase","Search / examination","4"
"EP16802532","EZWSRC9L7483DSU","02.01.2017","Priority document (electronically transmitted)","Search / examination","55"
"EP16802532","EZTSKKKF7976DSU","08.12.2016","Copy of the international search report","Search / examination","3"
"EP16802532","EZTSKKKF3693DSU","08.12.2016","Copy of the translated international search report","Search / examination","3"
"EP16802532","EZTSKKKE6714DSU","08.12.2016","International publication pamphlet","Search / examination","75"
