"applicationNumber","documentId","date","title","phase","pages"
"EP18826609","M4SL5G5937KTHKO","18.12.2024","Result of consultation by telephone/in person","Search / examination","1"
"EP18826609","M3SSVB0AH6DBJDA","22.11.2024","(Electronic) Receipt","Search / examination","1"
"EP18826609","M3SSUY961LKYC9H","22.11.2024","Amended claims with annotations","Search / examination","37"
"EP18826609","M3SSV6T81UAF6BM","22.11.2024","Amended claims with annotations","Search / examination","37"
"EP18826609","M3SSV44RIWFASBH","22.11.2024","Amended claims with annotations","Search / examination","39"
"EP18826609","M3SSV1I91QSYLVE","22.11.2024","Amended claims with annotations","Search / examination","37"
"EP18826609","M3SSV0DSIMRVO8D","22.11.2024","Claims","Search / examination","16"
"EP18826609","M3SSUXBV1MK8GVV","22.11.2024","Claims","Search / examination","18"
"EP18826609","M3SSV6BX1U5F6XU","22.11.2024","Claims","Search / examination","3"
"EP18826609","M3SSV3OK1HEZEXJ","22.11.2024","Claims","Search / examination","6"
"EP18826609","M3SSUVXF1W6P0CE","22.11.2024","Letter accompanying subsequently filed items","Search / examination","1"
"EP18826609","M3SSUWCF1JQK2LF","22.11.2024","Written submission in preparation to/during oral proceedings","Search / examination","16"
"EP18826609","LXT2DYZO1Y1CL6T","27.06.2024","Annex to the communication","Search / examination","6"
"EP18826609","LXT2DYEPGJRIJN9","27.06.2024","Summons to attend oral proceedings","Search / examination","2"
"EP18826609","LLPBVEAD1GW5CS5","24.08.2023","(Electronic) Receipt","Search / examination","1"
"EP18826609","LLPBV3PPA6368CK","24.08.2023","Amended claims with annotations","Search / examination","39"
"EP18826609","LLPBV8VZD5GFWS1","24.08.2023","Claims","Search / examination","37"
"EP18826609","LLPBV0N510OTBIQ","24.08.2023","Letter accompanying subsequently filed items","Search / examination","1"
"EP18826609","LLPBV12P2VFCNKM","24.08.2023","Reply to communication from the Examining Division","Search / examination","2"
"EP18826609","LGDQA3X51DEL787","17.04.2023","Annex to the communication","Search / examination","3"
"EP18826609","LGDQA3X3CWX482I","17.04.2023","Communication from the Examining Division","Search / examination","2"
"EP18826609","L8YNFRZY1OGQ7JE","07.10.2022","(Electronic) Receipt","Search / examination","1"
"EP18826609","L8YNFNRLLXXUM4Q","07.10.2022","Amended claims with annotations","Search / examination","40"
"EP18826609","L8YNFKA71276FYY","07.10.2022","Claims","Search / examination","39"
"EP18826609","L8YNFJWH1WAOWJ1","07.10.2022","Letter accompanying subsequently filed items","Search / examination","1"
"EP18826609","L8YNFQZTDQBW27X","07.10.2022","Reply to communication from the Examining Division","Search / examination","3"
"EP18826609","L5SH0OLNZU25LKV","22.07.2022","Grant of extension of time limit (examination procedure)","Search / examination","2"
"EP18826609","L5S1VNNT1CR6RER","19.07.2022","(Electronic) Receipt","Search / examination","1"
"EP18826609","L5S1VMG31PQJ1E3","19.07.2022","Letter accompanying subsequently filed items","Search / examination","1"
"EP18826609","L5S1VMVZYD7JG9F","19.07.2022","Request for extension of time limit to communication from the Examining Division","Search / examination","1"
"EP18826609","L14OYB2K141V599","29.03.2022","Annex to the communication","Search / examination","5"
"EP18826609","L14OYB2H13CQU9W","29.03.2022","Communication from the Examining Division","Search / examination","2"
"EP18826609","L13QA4N713I35Y8","23.03.2022","Examination started","Search / examination","1"
"EP18826609","E58YUKW04985422","17.05.2021","Document concerning representation","Search / examination","18"
"EP18826609","E58YUKWU2751422","17.05.2021","Letter accompanying subsequently filed items","Search / examination","1"
"EP18826609","E5UDSROJ3698DSU","05.02.2021","(Electronic) Receipt","Search / examination","1"
"EP18826609","E5UDSRGJ8116DSU","05.02.2021","Amended claims filed after receipt of (European) search report","Search / examination","9"
"EP18826609","E5UDSQ4F7745DSU","05.02.2021","Amended claims with annotations","Search / examination","30"
"EP18826609","E5UDSQ1O4115DSU","05.02.2021","Amendments received before examination","Search / examination","3"
"EP18826609","E5UDSQ0A8598DSU","05.02.2021","Letter accompanying subsequently filed items","Search / examination","1"
"EP18826609","E5BAWR9B1652DSU","30.09.2020","Notification on forthcoming publication of bibliographic data","Search / examination","1"
"EP18826609","E410GROV4040DSU","29.07.2020","Communication concerning correction of deficiencies in written opinion/amendment of application/payment of claims fee","Search / examination","3"
"EP18826609","E41VBZKK7294DSU","24.07.2020","Communication to designated inventor","Search / examination","1"
"EP18826609","E41VDQPA5754DSU","24.07.2020","Communication to designated inventor","Search / examination","1"
"EP18826609","E41VEDGT1807DSU","24.07.2020","Communication to designated inventor","Search / examination","1"
"EP18826609","E40TELUZ3049DSU","13.07.2020","(Electronic) Receipt","Search / examination","1"
"EP18826609","E40TELQ23916DSU","13.07.2020","Request for entry into the European phase","Search / examination","5"
"EP18826609","E4ZSU5XG2289DSU","06.07.2020","Copy of the international preliminary report on patentability","Search / examination","7"
"EP18826609","E4QYQ5HK9009DSU","05.05.2020","Notification of the recording of a change","PCT receiving Office","1"
"EP18826609","E4QYQ7031114DSU","05.05.2020","Notification of the recording of a change","Search / examination","1"
"EP18826609","E4PU6IC43925DSU","04.05.2020","Information on entry into European phase","Search / examination","4"
"EP18826609","E3K8UUUM8711DSU","18.07.2019","Priority document (electronically transmitted)","Search / examination","64"
"EP18826609","E3I3OI3B8311DSU","27.06.2019","Copy of the international search report","Search / examination","3"
"EP18826609","E3I3OI3A6347DSU","27.06.2019","Published international application - A1","Search / examination","331"
"EP18826609","E2Z6QGAB7838DSU","26.02.2019","Written opinion of the ISA, boxes No. I to VIII","International Searching Authority","2"
"EP18826609","E2Z6QF519488DSU","26.02.2019","Written opinion of the ISA, cover sheet","International Searching Authority","1"
"EP18826609","E2Z6QGD78004DSU","26.02.2019","Written opinion of the ISA, supplemental box","International Searching Authority","3"
"EP18826609","E2T3B9RO0456475","14.01.2019","Notification of the international application number and of the international filing date","PCT receiving Office","5"
"EP18826609","E2T2AV4W0280020","08.01.2019","Incoming letter related to PCT RO","PCT receiving Office","1"
"EP18826609","E2QXUEKP0888DSU","18.12.2018","(Electronic) Receipt","PCT receiving Office","2"
"EP18826609","E2QXUDU76913DSU","18.12.2018","Abstract","PCT receiving Office","1"
"EP18826609","E2QXUDU73532DSU","18.12.2018","Claims","PCT receiving Office","25"
"EP18826609","E2QXUDU71221DSU","18.12.2018","Description","PCT receiving Office","305"
"EP18826609","E2QXUD3U3444DSU","18.12.2018","Document concerning fees and payments","PCT receiving Office","2"
"EP18826609","E2QXUD035708DSU","18.12.2018","Electronic request for grant of an International application","PCT receiving Office","4"
