category,application_number,status,started_at_utc,finished_at_utc,benchmark_input,analysis_json,analysis_html,error
,EP16823054,ok,2026-06-18T04:23:00.472186+00:00,2026-06-18T04:26:38.747064+00:00,疾病分类9个样例/代谢性疾病/EP16823054/EP16823054-benchmark-input.json,疾病分类9个样例/代谢性疾病/EP16823054/EP16823054-analysis.json,疾病分类9个样例/代谢性疾病/EP16823054/EP16823054-analysis.html,
