"applicationNumber","documentId","date","title","phase","pages"
"EP16823054","E4V18TVG9442DSU","19.06.2020","Communication about intention to grant a European patent","Search / examination","5"
"EP16823054","E4V18WOW9082DSU","19.06.2020","Intention to grant (signatures)","Search / examination","1"
"EP16823054","E4V5FU450121DSU","19.06.2020","Text intended for grant (clean copy)","Search / examination","98"
"EP16823054","E4V5FV8W2673DSU","19.06.2020","Text intended for grant (version for approval)","Search / examination","98"
"EP16823054","E4RZW2YZ9303DSU","12.05.2020","Examination started","Search / examination","1"
"EP16823054","E2QX6V939729DSU","18.12.2018","(Electronic) Receipt","Search / examination","1"
"EP16823054","E2QX6V1L6614DSU","18.12.2018","Amendments received before examination","Search / examination","1"
"EP16823054","E2QX6V6C2729DSU","18.12.2018","Claims","Search / examination","7"
"EP16823054","E2QX6VYX6468DSU","18.12.2018","Letter accompanying subsequently filed items","Search / examination","1"
"EP16823054","E2F91VO47858DSU","10.10.2018","Communication to designated inventor","Search / examination","1"
"EP16823054","E2F92BKK4601DSU","10.10.2018","Notification on forthcoming publication of bibliographic data","Search / examination","1"
"EP16823054","E2FX0FQI5075DSU","02.10.2018","(Electronic) Receipt","Search / examination","1"
"EP16823054","E2FX0FLO6276DSU","02.10.2018","Letter accompanying subsequently filed items","Search / examination","1"
"EP16823054","E2FX0FNP2157DSU","02.10.2018","Letter concerning the inventor","Search / examination","1"
"EP16823054","E2ECAXRC3058DSU","26.09.2018","Invitation to indicate correct address of inventor","Search / examination","1"
"EP16823054","E2DV9ULP4076002","17.09.2018","Letter which had not been notified","Search / examination","2"
"EP16823054","E164SE6I3926DSU","09.08.2018","Communication regarding comments on written opinion/amendment of application/payment of claims fee","Search / examination","3"
"EP16823054","E164R8UQ5373DSU","07.08.2018","Communication to designated inventor","Search / examination","1"
"EP16823054","E164R8VF7340DSU","07.08.2018","Communication to designated inventor","Search / examination","1"
"EP16823054","E164RRVC7900DSU","07.08.2018","Communication to designated inventor","Search / examination","1"
"EP16823054","E164SE6F2928DSU","07.08.2018","Communication to designated inventor","Search / examination","1"
"EP16823054","E164SE485736DSU","07.08.2018","Communication to designated inventor","Search / examination","1"
"EP16823054","E164RRVF8391DSU","07.08.2018","Communication to designated inventor","Search / examination","1"
"EP16823054","E164RX039719DSU","07.08.2018","Communication to designated inventor","Search / examination","1"
"EP16823054","E164SLAW8402DSU","07.08.2018","Communication to designated inventor","Search / examination","1"
"EP16823054","E164R8UU5478DSU","07.08.2018","Communication to designated inventor","Search / examination","1"
"EP16823054","E164SLA03438DSU","07.08.2018","Communication to designated inventor","Search / examination","1"
"EP16823054","E164RX001437DSU","07.08.2018","Communication to designated inventor","Search / examination","1"
"EP16823054","E14XY8QD6039DSU","17.07.2018","Copy of the international preliminary report on patentability","Search / examination","6"
"EP16823054","E111R1B10207877","02.07.2018","Information regarding early processing","Search / examination","2"
"EP16823054","E1Z097EY5002DSU","13.06.2018","(Electronic) Receipt","Search / examination","2"
"EP16823054","E1Z097BI3726DSU","13.06.2018","Amended claims filed after receipt of (European) search report","Search / examination","6"
"EP16823054","E1Z0965R9931DSU","13.06.2018","Request for entry into the European phase","Search / examination","5"
"EP16823054","E1UVR8V17462DSU","14.05.2018","Information on entry into European phase","Search / examination","4"
"EP16823054","E0PR47YH1395DSU","24.07.2017","Priority document (electronically transmitted)","Search / examination","112"
"EP16823054","E0PR47YW4711DSU","24.07.2017","Priority document (electronically transmitted)","Search / examination","112"
"EP16823054","E0NTHZZ33044DSU","06.07.2017","Copy of the international search report","Search / examination","3"
"EP16823054","E0NTHZZ28927DSU","06.07.2017","Published international application - A1","Search / examination","100"
"EP16823054","EZ2B5K8F6297DSU","15.02.2017","Written opinion of the ISA, boxes No. I to VIII","International Searching Authority","2"
"EP16823054","EZ2B5K4E5683DSU","15.02.2017","Written opinion of the ISA, cover sheet","International Searching Authority","1"
"EP16823054","EZ2B5LB94978DSU","15.02.2017","Written opinion of the ISA, supplemental box","International Searching Authority","2"
